13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,44,33,44,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,154,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,33,44,33,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,154,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,154,154,154,154,154,154,154,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,44,33,44,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,154,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,154,154,154,154,154,154,154,154,13,13,13,154,13,13,13,154,13,13,33,44,33,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,154,13,13,44,33,44,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,154,154,154,154,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,154,13,13,33,44,33,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,154,154,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,154,13,13,13,13,154,154,154,154,154,154,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,154,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,44,33,44,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,33,44,33,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,154,154,154,154,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,154,154,154,154,154,154,154,13,13,154,13,13,44,33,44,13,13,13,13,13,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,154,13,13,13,13,154,154,154,154,154,154,13,13,13,13,13,13,154,154,13,13,13,13,13,154,154,154,154,154,154,154,13,13,13,13,13,154,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,33,44,33,13,13,13,13,13,13,13
